요양기관명,시도코드명,시군구코드명,주소,위도,경도
연세무지개의원,서울특별시,서대문구,"서울특별시 서대문구 증가로 84, 107,108호 (연희동)",37.5749712,126.9270899
연세문소아청소년과의원,경기도,용인기흥구,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 B동 5층 (중동)",37.2776858,127.1535859
연세바다소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 언주로7길 6, 2층 209,210,211-1호 (개포동, 개포자이르네)",37.4784719,127.0553589
연세바른의원,서울특별시,관악구,"서울특별시 관악구 관악로30길 12, 308호 (봉천동, 우성아파트상가)",37.4849777,126.9595277
연세박임재소아청소년과의원,경기도,고양일산서구,"경기도 고양시 일산서구 일산로 524, 203호 (일산동, 동심프라자)",37.6772018,126.7697784
연세베스트의원,경기도,시흥시,"경기도 시흥시 서울대학로278번길 19-13, 107동 2층 A206호~A208호 (배곧동, 시흥배곧 C1 호반 써밋플레이스)",37.3707073,126.7271713
연세별가람소아청소년과의원,경기도,남양주시,"경기도 남양주시 별내3로 340, 3층 301호 (별내동, 천보프라자)",37.667685,127.1166646
연세봄소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 서창남순환로 222, 405호 (서창동, 센타프라자제1동)",37.4241396,126.7494924
연세봉봉소아청소년과의원,서울특별시,구로구,"서울특별시 구로구 경인로59길 8, 태영프라자 410호 (신도림동)",37.5064478,126.8833784
연세사랑꽃소아과의원,경기도,고양덕양구,"경기도 고양시 덕양구 토당로 52, 301호 (토당동, 능곡역프라자)",37.6204698,126.8206223
연세사랑소아청소년과의원,경기도,남양주시,"경기도 남양주시 다산지금로 139, 303호 (다산동)",37.6006831,127.1743448
연세성심의원,서울특별시,강동구,"서울특별시 강동구 양재대로 1571, 지하 1층 (천호동, 홈플러스)",37.5457174,127.1422509
연세센트럴소아청소년과의원,서울특별시,영등포구,"서울특별시 영등포구 국회대로50길 20, 211호 (영등포동7가, 포레나 영등포 센트럴)",37.5235243,126.9057978
연세소아과의원,경기도,광명시,"경기도 광명시 오리로 957, 3층 (광명동, 누가빌딩)",37.4784601,126.8567338
연세소아과의원,인천광역시,인천미추홀구,"인천광역시 미추홀구 토금남로 53, (용현동)",37.4506912,126.6384838
연세소아과의원,경기도,안양동안구,"경기도 안양시 동안구 관악대로 129, (비산동)",37.3991956,126.9384128
연세소아과의원,대전광역시,대전유성구,"대전광역시 유성구 가정로 63, (신성동, 럭키하나아파트)",36.385652,127.3492767
연세소아과의원,경기도,화성시,"경기도 화성시 효행로 1073, 501,502호 (진안동, 거성프라자)",37.2153566,127.0438896
연세소아과의원,경기도,하남시,"경기도 하남시 신장로 152, 3층 A호 (덕풍동)",37.5395299,127.2022105
연세소아청소년과의원,서울특별시,서대문구,"서울특별시 서대문구 연희로 97, 2층 (연희동, 신라빌딩)",37.566809,126.9305609
연세소아청소년과의원,서울특별시,종로구,"서울특별시 종로구 혜화로 4, 5층 (혜화동, 산곡빌딩)",37.5862367,127.0007573
연세소아청소년과의원,서울특별시,마포구,"서울특별시 마포구 만리재로 133, 5층 (아현동)",37.5516745,126.962129
연세소아청소년과의원,부산광역시,부산북구,"부산광역시 북구 금곡대로616번길 55, 2층 (금곡동, 유림아파트상가)",35.2631291,129.015788
연세소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 중부대로448번길 106, 선우빌딩 3층 (원천동)",37.2667397,127.0587745
연세소아청소년과의원,경기도,용인수지구,"경기도 용인시 수지구 정평로 40-1, 3층 303호 (풍덕천동, 거묵상가1)",37.3199664,127.0876104
연세소아청소년과의원,강원도,강릉시,"강원특별자치도 강릉시 금성로22번길 8, (금학동)",37.7545668,128.8977412
연세소아청소년과의원,충청남도,아산시,"충청남도 아산시 시장길25번길 2, 2층 (온천동)",36.7834137,127.0039985
연세소아청소년과의원,전라남도,여수시,"전라남도 여수시 선원4길 3, 3층 (선원동, 대양빌딩)",34.7612177,127.6523204
연세소아청소년과의원,경상남도,창원마산회원구,"경상남도 창원시 마산회원구 내서읍 광려천북로 184-1, (눈나라안경)",35.2660445,128.5232332
연세소아청소년과의원,경기도,수원권선구,"경기도 수원시 권선구 호매실로218번길 126, 3층 (호매실동)",37.2660842,126.9609109
연세소아청소년과의원,인천광역시,인천연수구,"인천광역시 연수구 컨벤시아대로 69, 4층 411호 (송도동, 송도 밀레니엄)",37.3956755,126.6509433
연세소아청소년과의원,경기도,김포시,"경기도 김포시 김포한강2로 222, 304호 (장기동, 대영메디칼아카데미)",37.6459347,126.6629422
연세소아청소년과의원,경기도,의정부시,"경기도 의정부시 금신로 308, 301호 (신곡동)",37.7446908,127.0637202
연세손소아청소년과의원,경기도,성남수정구,"경기도 성남시 수정구 시민로 227, 2층 (태평동)",37.44808620000001,127.1405148
연세수소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 만수서로 56, 204호 (만수동)",37.4614343,126.7322116
연세슬기로운소아청소년과의원,경기도,수원영통구,"경기도 수원시 영통구 덕영대로 1400, 2층 204호,205호,206호 (망포동, 영통아이파크캐슬2단지)",37.243368,127.0428303
연세아란산부인과의원,경기도,하남시,"경기도 하남시 미사강변대로54번길 121, 연세아란빌딩 2~5층 (풍산동)",37.5578971,127.1888114
연세아름소아과의원,경기도,성남분당구,"경기도 성남시 분당구 판교로 442, 402호 (이매동, 우일프라자)",37.3923952,127.1369903
연세아이(i)소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 선수촌로 37, 3층 303호 (구월동, SJ플라자)",37.4426455,126.7145134
연세아이들소아청소년과의원,경기도,고양일산서구,"경기도 고양시 일산서구 탄중로233번길 25, 양우프라자 2층 201,202,203,204호 (탄현동)",37.6945765,126.7703752
연세아이랑365의원,경기도,김포시,"경기도 김포시 풍무로 128, 웰라움퍼펙트시티 304호 (풍무동)",37.6070336,126.7232159
연세아이랑소아청소년과의원,경기도,고양일산서구,"경기도 고양시 일산서구 중앙로 1564, 403호 (대화동, 그린빌딩)",37.6762686,126.7481715
연세아이맘소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 석촌호수로 130, 신원빌딩 2층 (삼전동)",37.5071699,127.0913971
연세아이맘소아청소년과의원,경기도,성남중원구,"경기도 성남시 중원구 은이로5번길 1, 건영빌딩 지하1층,2층 (은행동)",37.45794130000001,127.1648214
연세아이소아청소년과의원,서울특별시,강서구,"서울특별시 강서구 금낭화로23길 8, 202호 (방화동, 동성아상가)",37.5796025,126.8121823
연세아이웰소아청소년과의원,경기도,수원권선구,"경기도 수원시 권선구 동수원로 232, 3층 (권선동)",37.2502613,127.0347027
연세아주소아청소년과의원,경기도,광주시,"경기도 광주시 중앙로 110, (경안동, 로얄팰리스 302호)",37.4096219,127.2585706
연세애플소아청소년과의원,전라남도,나주시,"전라남도 나주시 빛가람로 677, (빛가람동)",35.0215167,126.785833
연세엘소아청소년과의원,충청남도,천안서북구,"충청남도 천안시 서북구 불당22대로 67, 2층 202호 (불당동)",36.8165089,127.1065549
연세엘소아청소년과의원,경기도,시흥시,"경기도 시흥시 목감남서로 9-19, 3층 303호 (조남동)",37.377786,126.8527715
연세열린의원,경기도,고양덕양구,"경기도 고양시 덕양구 지축1로 39, 401호 (지축동)",37.6690183,126.9400491
연세예소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 논고개로 121, 301호 (논현동, 에스닷몰)",37.4019115,126.7237767
연세예소아청소년과의원,경기도,여주시,"경기도 여주시 세종로 145-7, 203호 (홍문동)",37.2942336,127.6374279
연세올케어소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 도곡로 426, JN빌딩 4층 (대치동)",37.49737,127.0571287
연세우리소아과의원,서울특별시,종로구,"서울특별시 종로구 자하문로7길 73, 2~3층 (누하동)",37.58037650000001,126.9687985
연세우리소아과의원,경기도,안양동안구,"경기도 안양시 동안구 경수대로 446, 이편한세상아파트 22동 C상가 3층 301호 (호계동)",37.36381859999999,126.9624134
연세우리소아청소년과의원,서울특별시,영등포구,"서울특별시 영등포구 선유로 70, 209호 (문래동3가, 우리벤처타운2)",37.5200945,126.8897017
연세우리소아청소년과의원,서울특별시,강남구,"서울특별시 강남구 개포로 265, 개포동 메디시스빌딩 404호 (개포동)",37.48094690000001,127.0529676
연세우리소아청소년과의원,경기도,오산시,"경기도 오산시 경기대로 178, 302호 (원동, 비젼탑)",37.14258570000001,127.072814
연세우리아이소아청소년과의원,경기도,평택시,"경기도 평택시 고덕국제5로 145, 310호~312호 (고덕동)",37.0468842,127.0397999
연세웰소아청소년과의원,경기도,하남시,"경기도 하남시 덕풍북로 259, 1층 (덕풍동)",37.5480095,127.2100514
연세의원,서울특별시,서초구,"서울특별시 서초구 잠원로 148, 206호 (잠원동, 잠원연합상가)",37.51596809999999,127.0107817
연세의원,서울특별시,강서구,"서울특별시 강서구 화곡로 197, 1,2층 (화곡동)",37.5434446,126.8427895
연세의원,서울특별시,영등포구,"서울특별시 영등포구 도림로 487-1, (문래동4가)",37.5144561,126.889867
연세이룬소아청소년과의원,경기도,화성시,"경기도 화성시 동탄대로4길 39, 포트센트럴파크 305호 (장지동)",37.1618359,127.1102437
연세이문소아청소년과의원,서울특별시,동대문구,"서울특별시 동대문구 신이문로 27, 2층 (이문동)",37.603177,127.0652768
연세정소아과의원,서울특별시,송파구,"서울특별시 송파구 동남로18길 9, 204호 (가락동, 극동아파트상가)",37.495697,127.1326768
연세제일소아청소년과의원,서울특별시,서초구,"서울특별시 서초구 서초중앙로 188, 지하A131호 (서초동, 아크로비스타)",37.4981989,127.0133145
연세조이소아청소년과의원,경기도,시흥시,"경기도 시흥시 배곧1로 27-15, 상가2동 203호 (정왕동, 한라비발디캠퍼스)",37.3638458,126.7125513
연세지니소아청소년과의원,경기도,성남분당구,"경기도 성남시 분당구 장미로 198, 아델파크빌 1층 104-3일부호, 104-4호 (야탑동)",37.4124643,127.1429729
연세지성의원,경기도,안양동안구,"경기도 안양시 동안구 학의로 24, 129호 (비산동, 관악타운종합상가)",37.3960272,126.9429222
연세진소아청소년과의원,서울특별시,영등포구,"서울특별시 영등포구 당산로44길 3, 405호 (당산동5가, 삼성타운)",37.5318615,126.90107
연세짱소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 서창남순환로215번길 48, 3층 304호 (서창동, 스카이플러스2)",37.4261712,126.7475902
연세참소아청소년과의원,서울특별시,은평구,"서울특별시 은평구 진관3로 70, 821동 상가 114호 (진관동, 은평뉴타운상림마을)",37.64222120000001,126.9226464
연세키즈 소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 서원대로 402, 3층 (단구동, 대신프라자)",37.3304818,127.9492723
연세키즈365소아청소년과의원,경기도,화성시,"경기도 화성시 동탄순환대로 263, 풍산리치안타워 406,407호 (산척동)",37.1709959,127.1184851
연세키즈소아과의원,서울특별시,송파구,"서울특별시 송파구 오금로 404, (가락동, 원일빌딩 4층)",37.4975684,127.1351201
연세키즈소아과의원,서울특별시,관악구,"서울특별시 관악구 은천로25길 69, 303호 (봉천동, 삼성프라자)",37.4890215,126.9483483
연세키즈소아청소년과의원,서울특별시,노원구,"서울특별시 노원구 섬밭로 134, (공릉동)",37.6284092,127.0692533
연세키즈소아청소년과의원,서울특별시,강서구,"서울특별시 강서구 양천로 660, 2층 201호 (염창동)",37.5537923,126.8755516
연세키즈소아청소년과의원,서울특별시,동대문구,"서울특별시 동대문구 답십리로 130, (답십리동)",37.57203740000001,127.053952
